"ファネル","承認元シート","No.","シナリオ順","シナリオ名","配信区分","区分内順","媒体","管理名称","配信基準","配信タイミング","ステータス","送信元","件名","本文_M（原本）","本文_N（構造化原本）","本文_O（転記候補）","本文_P（補助文）","URL・ボタン／アクション","配信条件","UTAGE編集URL","メッセージID"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","96","8","AIでひとり起業リマインダ（選択した日程基準）","リマインダ配信","1","メール","開催14日前","イベント参加日時","14日前の 8:00","稼働中","すや / info-cosmos@xenomagic.com","【開催14日前】%event_name%","%name% 様

この度はお申込み頂きありがとうございます。

開催14日前になりましたので
リマインドをさせて頂きます。

■　日程・参加方法
━━━━━━━━━━━━━━━━

%event_info%","%name% 様

この度は
%event_name%
にお申込み頂きありがとうございます。

開催14日前になりましたので
リマインドをさせて頂きます。

■　お申込者情報
━━━━━━━━━━━━━━━━

お名前：%name%
メールアドレス：%mail%
電話番号：%phone%


■　開催日時・会場
━━━━━━━━━━━━━━━━

%event_info%


■　キャンセルについて
━━━━━━━━━━━━━━━━

キャンセルを希望される場合は事前に『必ず』ご連絡ください。


━━━━━━━━━━━━━━━━
%event_name%運営事務局
%from_mail%
━━━━━━━━━━━━━━━━","","開催まで3日。

AIを学ぶだけでなく、自分の商品・集客・販売につなげる全体像を、Zoomライブでお伝えします。

日時：[セミナー日時]","","第1または第2日程の申込完了者。選択した開催日時を基準に配信。面談予約完了／面談済み／営業停止は除外。","https://utage-system.com/account/Y86og5tIw1hZ/scenario/k6xTtx6rInVq/reminder/bncjtTMsscfK/edit","bncjtTMsscfK"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","97","8","AIでひとり起業リマインダ（選択した日程基準）","リマインダ配信","2","LINE","SEM-A01（開催14日前10:00）","イベント参加日時","14日前の 10:00","稼働中","","","【LINEメッセージ 1／image】
{
  ""original_content_url"": ""https://utagesystem.s3.ap-northeast-1.wasabisys.com/GX6OYW2fVtRD/Bhq9uf1WWavu.png""
}

────────────

【LINEメッセージ 2／text】
%line_name%さん、次回のZoomライブセミナーが決まりました〜！✨

AIでひとり起業攻略法
日時：7月30日(木) 20:00〜

AIを触るだけで終わらず、自分に合う事業テーマを見つけて、商品・集客・販売へつなげる考え方をお伝えしますね😊🎥","【LINEメッセージ 1／image】
{
  ""original_content_url"": ""https://utagesystem.s3.ap-northeast-1.wasabisys.com/GX6OYW2fVtRD/Bhq9uf1WWavu.png""
}

────────────

【LINEメッセージ 2／text】
%line_name%さん、次回のZoomライブセミナーが決まりました〜！✨

AIでひとり起業攻略法
日時：7月30日(木) 20:00〜

AIを触るだけで終わらず、自分に合う事業テーマを見つけて、商品・集客・販売へつなげる考え方をお伝えしますね😊🎥","%line_name%さん、次回のZoomライブセミナーが決まりました〜！✨

AIでひとり起業攻略法
日時：7月30日(木) 20:00〜

AIを触るだけで終わらず、自分に合う事業テーマを見つけて、商品・集客・販売へつなげる考え方をお伝えしますね😊🎥","「自分には売れるものがない」と感じていても、最初から完成した答えを持つ必要はありません。

経験・得意・興味をAIと一緒に掘り下げ、事業テーマの候補を作るところから始められます。

[申込URL]","","第1または第2日程の申込完了者。選択した開催日時を基準に配信。面談予約完了／面談済み／営業停止は除外。","https://utage-system.com/account/Y86og5tIw1hZ/scenario/k6xTtx6rInVq/reminder/line/s8IGVv7QrLqd/edit","s8IGVv7QrLqd"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","98","8","AIでひとり起業リマインダ（選択した日程基準）","リマインダ配信","3","LINE","SEM-A02（開催12日前19:00）","イベント参加日時","12日前の 19:00","稼働中","","","【LINEメッセージ 1／text】
AIの情報は増えているのに、「自分は何をすればいいか」が決まらない…。そんなふうに感じること、ありませんか？😌

そこから抜け出すには、ツールを増やすより“事業にする順番”を知ることが大事なんですよ。Zoomライブで、その全体像を一緒に整理していきますね😊👇

────────────

【LINEメッセージ 2／button】
{
  ""alt_text"": ""【無料セミナー】AIでひとり起業攻略法のご案内"",
  ""react_type"": ""free"",
  ""react_press_again_text"": null,
  ""thumbnail_image_url"": null,
  ""title"": ""AIでひとり起業攻略法"",
  ""text"": ""7/30(木)20:00〜・Zoomライブ"",
  ""actions"": [
    {
      ""type"": ""url"",
      ""label"": ""セミナーに申し込む"",
      ""uri"": ""https://utage-system.com/event/uxPuWYWcc1DD/register"",
      ""add_label_id"": null,
      ""del_label_id"": null
    }
  ]
}","【LINEメッセージ 1／text】
AIの情報は増えているのに、「自分は何をすればいいか」が決まらない…。そんなふうに感じること、ありませんか？😌

そこから抜け出すには、ツールを増やすより“事業にする順番”を知ることが大事なんですよ。Zoomライブで、その全体像を一緒に整理していきますね😊👇

────────────

【LINEメッセージ 2／button】
{
  ""alt_text"": ""【無料セミナー】AIでひとり起業攻略法のご案内"",
  ""react_type"": ""free"",
  ""react_press_again_text"": null,
  ""thumbnail_image_url"": null,
  ""title"": ""AIでひとり起業攻略法"",
  ""text"": ""7/30(木)20:00〜・Zoomライブ"",
  ""actions"": [
    {
      ""type"": ""url"",
      ""label"": ""セミナーに申し込む"",
      ""uri"": ""https://utage-system.com/event/uxPuWYWcc1DD/register"",
      ""add_label_id"": null,
      ""del_label_id"": null
    }
  ]
}","AIの情報は増えているのに、「自分は何をすればいいか」が決まらない…。そんなふうに感じること、ありませんか？😌

そこから抜け出すには、ツールを増やすより“事業にする順番”を知ることが大事なんですよ。Zoomライブで、その全体像を一緒に整理していきますね😊👇","あと2日です。

こんな方に向いています。
・AIを仕事や副業につなげたい
・自分の商品を作りたい
・発信しても何を売ればいいか分からない
・一人で会社を回せる仕組みを作りたい","","第1または第2日程の申込完了者。選択した開催日時を基準に配信。面談予約完了／面談済み／営業停止は除外。","https://utage-system.com/account/Y86og5tIw1hZ/scenario/k6xTtx6rInVq/reminder/line/GgATKBKS6nJh/edit","GgATKBKS6nJh"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","99","8","AIでひとり起業リマインダ（選択した日程基準）","リマインダ配信","4","LINE","SEM-A03（開催10日前10:00）","イベント参加日時","10日前の 10:00","稼働中","","","【LINEメッセージ 1／text】
ひとり起業って、全部を一人で抱えて頑張ることじゃないんですよ😊

AIに任せることで不要な人間関係のストレスを受けず、のびのびと事業を始められます🙆‍♂️ 「AIでひとり起業攻略法」で具体的に解説しますね📣","【LINEメッセージ 1／text】
ひとり起業って、全部を一人で抱えて頑張ることじゃないんですよ😊

AIに任せる部分と、自分が判断する部分を分けると、商品づくり・発信・販売を小さく回し始められます🙆‍♂️ AIでひとり起業攻略法 で具体的に解説しますね📣","ひとり起業って、全部を一人で抱えて頑張ることじゃないんですよ😊

AIに任せる部分と、自分が判断する部分を分けると、商品づくり・発信・販売を小さく回し始められます🙆‍♂️ AIでひとり起業攻略法 で具体的に解説しますね📣","知識より、順番。

事業テーマ、商品、集客、販売。この順番がバラバラだと、AIを使っても動きは止まります。セミナーで一本のロードマップとして整理してください。","","第1または第2日程の申込完了者。選択した開催日時を基準に配信。面談予約完了／面談済み／営業停止は除外。","https://utage-system.com/account/Y86og5tIw1hZ/scenario/k6xTtx6rInVq/reminder/line/T8nDAcUFnUbQ/edit","T8nDAcUFnUbQ"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","100","8","AIでひとり起業リマインダ（選択した日程基準）","リマインダ配信","5","LINE","SEM-A04（開催8日前19:00）","イベント参加日時","8日前の 19:00","稼働中","","","【LINEメッセージ 1／text】
AI初心者の方でも大丈夫、安心して参加してくださいね😊

まだ商品がない、自分の強みが分からない、方向性も決まっていない。そんな状態の人こそおすすめです💡

日時：7月30日(木) 20:00〜✨","【LINEメッセージ 1／text】
AI初心者の方でも大丈夫、安心して参加してくださいね😊

まだ商品がない、強みが分からない、副業の方向性も決まっていない。そんな状態から「誰に何を届けるか」を一緒に考えるライブですよ💡

日時：7月30日(木) 20:00〜✨","AI初心者の方でも大丈夫、安心して参加してくださいね😊

まだ商品がない、強みが分からない、副業の方向性も決まっていない。そんな状態から「誰に何を届けるか」を一緒に考えるライブですよ💡

日時：7月30日(木) 20:00〜✨","明日開催です。

AIでひとり起業攻略法
[セミナー日時]／Zoomライブ

申込は名前とメールアドレスの2項目だけで完了します。
[申込URL]","","第1または第2日程の申込完了者。選択した開催日時を基準に配信。面談予約完了／面談済み／営業停止は除外。","https://utage-system.com/account/Y86og5tIw1hZ/scenario/k6xTtx6rInVq/reminder/line/epA6GY8KUGwU/edit","epA6GY8KUGwU"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","101","8","AIでひとり起業リマインダ（選択した日程基準）","リマインダ配信","6","メール","開催7日前","イベント参加日時","7日前の 8:00","稼働中","すや / info-cosmos@xenomagic.com","【開催7日前】%event_name%","%name% 様

この度は
%event_name%
にお申込み頂きありがとうございます。

開催7日前になりましたので
リマインドをさせて頂きます。

■　お申込者情報
━━━━━━━━━━━━━━━━

お名前：%name%
メールアドレス：%mail%
電話番号：%phone%


■　開催日時・会場
━━━━━━━━━━━━━━━━

%event_info%


■　キャンセルについて
━━━━━━━━━━━━━━━━

キャンセルを希望される場合は事前に『必ず』ご連絡ください。


━━━━━━━━━━━━━━━━
%event_name%運営事務局
%from_mail%
━━━━━━━━━━━━━━━━","%name% 様

この度は
%event_name%
にお申込み頂きありがとうございます。

開催7日前になりましたので
リマインドをさせて頂きます。

■　お申込者情報
━━━━━━━━━━━━━━━━

お名前：%name%
メールアドレス：%mail%
電話番号：%phone%


■　開催日時・会場
━━━━━━━━━━━━━━━━

%event_info%


■　キャンセルについて
━━━━━━━━━━━━━━━━

キャンセルを希望される場合は事前に『必ず』ご連絡ください。


━━━━━━━━━━━━━━━━
%event_name%運営事務局
%from_mail%
━━━━━━━━━━━━━━━━","","AIを使えば、作業時間は短くできます。

ただし、誰に何を届けるかという判断まで曖昧なままでは、作業が速くなっても事業にはなりません。明日は、その設計部分を中心にお話しします。

[申込URL]","","第1または第2日程の申込完了者。選択した開催日時を基準に配信。面談予約完了／面談済み／営業停止は除外。","https://utage-system.com/account/Y86og5tIw1hZ/scenario/k6xTtx6rInVq/reminder/bMcMfO7emtsh/edit","bMcMfO7emtsh"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","102","8","AIでひとり起業リマインダ（選択した日程基準）","リマインダ配信","7","LINE","SEM-A05（開催6日前10:00）","イベント参加日時","6日前の 10:00","稼働中","","","【LINEメッセージ 1／text】
AIツールの使い方だけ学んでも、事業はできあがらないんですよね😌

大事なのは、テーマ選びから商品化・集客・販売までを一つの流れとして設計すること。今回のセミナーで、そのつながりをまるっとお見せします😊👇

────────────

【LINEメッセージ 2／button】
{
  ""alt_text"": ""【無料セミナー】AIでひとり起業攻略法のご案内"",
  ""react_type"": ""free"",
  ""react_press_again_text"": null,
  ""thumbnail_image_url"": null,
  ""title"": ""AIでひとり起業攻略法"",
  ""text"": ""7/30(木)20:00〜・Zoomライブ"",
  ""actions"": [
    {
      ""type"": ""url"",
      ""label"": ""セミナーに申し込む"",
      ""uri"": ""https://utage-system.com/event/uxPuWYWcc1DD/register"",
      ""add_label_id"": null,
      ""del_label_id"": null
    }
  ]
}","【LINEメッセージ 1／text】
AIツールの使い方だけ学んでも、売上までの道筋って自動ではできないんですよね😌

大事なのは、テーマ選びから商品化・集客・販売までを一つの流れとして設計すること。今回のセミナーで、そのつながりをまるっとお見せしますね😊👇

────────────

【LINEメッセージ 2／button】
{
  ""alt_text"": ""【無料セミナー】AIでひとり起業攻略法のご案内"",
  ""react_type"": ""free"",
  ""react_press_again_text"": null,
  ""thumbnail_image_url"": null,
  ""title"": ""AIでひとり起業攻略法"",
  ""text"": ""7/30(木)20:00〜・Zoomライブ"",
  ""actions"": [
    {
      ""type"": ""url"",
      ""label"": ""セミナーに申し込む"",
      ""uri"": ""https://utage-system.com/event/uxPuWYWcc1DD/register"",
      ""add_label_id"": null,
      ""del_label_id"": null
    }
  ]
}","AIツールの使い方だけ学んでも、売上までの道筋って自動ではできないんですよね😌

大事なのは、テーマ選びから商品化・集客・販売までを一つの流れとして設計すること。今回のセミナーで、そのつながりをまるっとお見せしますね😊👇","[name]さん、明日の予定は空けられそうですか？

ライブで受けるからこそ、その場で自分の現状と照らし合わせられます。参加する場合は、今夜のうちに登録を済ませてください。
[申込URL]","","第1または第2日程の申込完了者。選択した開催日時を基準に配信。面談予約完了／面談済み／営業停止は除外。","https://utage-system.com/account/Y86og5tIw1hZ/scenario/k6xTtx6rInVq/reminder/line/3E6E25mtftpc/edit","3E6E25mtftpc"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","103","8","AIでひとり起業リマインダ（選択した日程基準）","リマインダ配信","8","LINE","SEM-A06（開催5日前19:00）","イベント参加日時","5日前の 19:00","稼働中","","","【LINEメッセージ 1／text】
今回は録画教材ではなく、Zoomライブでの開催です🎥

同じ内容でも、開催日に時間を取って、その場で自分の課題として考えると理解がぐっと変わりますよ😊
毎回質疑の応答も盛り上がります。

参加できる方は、今のうちに予定を確保しておいてくださいね🔥","【LINEメッセージ 1／text】
今回は録画教材ではなく、Zoomライブでの開催です🎥

同じ内容でも、開催日に時間を取って、その場で自分の課題として考えると理解がぐっと変わりますよ😊 参加できる方は、今のうちに予定を確保しておいてくださいね🔥","今回は録画教材ではなく、Zoomライブでの開催です🎥

同じ内容でも、開催日に時間を取って、その場で自分の課題として考えると理解がぐっと変わりますよ😊 参加できる方は、今のうちに予定を確保しておいてくださいね🔥","本日開催。

AIでひとり起業攻略法
[セミナー日時]／Zoom

AIを自分の事業へつなぐ道筋を、今日のライブで整理します。
[申込URL]","","第1または第2日程の申込完了者。選択した開催日時を基準に配信。面談予約完了／面談済み／営業停止は除外。","https://utage-system.com/account/Y86og5tIw1hZ/scenario/k6xTtx6rInVq/reminder/line/siAvg0yTDFhf/edit","siAvg0yTDFhf"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","104","8","AIでひとり起業リマインダ（選択した日程基準）","リマインダ配信","9","LINE","SEM-A07（開催4日前20:00）","イベント参加日時","4日前の 20:00","稼働中","","","【LINEメッセージ 1／text】
開催まであと4日です⏰

AIでひとり起業攻略法
7月30日(木) 20:00〜

「AIで何ができるか」から、「AIを使って仕組みを作る」へ進みたい方へ😊 明日から開催直前のご案内に入りますね📣","【LINEメッセージ 1／text】
開催まであと4日です⏰

AIでひとり起業攻略法
7月30日(木) 20:00〜

「AIで何ができるか」から、「AIを使って自分は何を事業にするか」へ進みたい方へ😊 明日から開催直前のご案内に入りますね📣","開催まであと4日です⏰

AIでひとり起業攻略法
7月30日(木) 20:00〜

「AIで何ができるか」から、「AIを使って自分は何を事業にするか」へ進みたい方へ😊 明日から開催直前のご案内に入りますね📣","開始まであと3時間です。

まだ申込は間に合います。名前とメールアドレスを入力すると、参加用Zoom URLが届きます。

[申込URL]","","第1または第2日程の申込完了者。選択した開催日時を基準に配信。面談予約完了／面談済み／営業停止は除外。","https://utage-system.com/account/Y86og5tIw1hZ/scenario/k6xTtx6rInVq/reminder/line/PWaav3ryRLrd/edit","PWaav3ryRLrd"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","105","8","AIでひとり起業リマインダ（選択した日程基準）","リマインダ配信","10","メール","開催3日前","イベント参加日時","3日前の 8:00","稼働中","すや / info-cosmos@xenomagic.com","【開催3日前】%event_name%","%name% 様

この度は
%event_name%
にお申込み頂きありがとうございます。

開催3日前になりましたので
リマインドをさせて頂きます。

■　お申込者情報
━━━━━━━━━━━━━━━━

お名前：%name%
メールアドレス：%mail%
電話番号：%phone%


■　開催日時・会場
━━━━━━━━━━━━━━━━

%event_info%


■　キャンセルについて
━━━━━━━━━━━━━━━━

キャンセルを希望される場合は事前に『必ず』ご連絡ください。


━━━━━━━━━━━━━━━━
%event_name%運営事務局
%from_mail%
━━━━━━━━━━━━━━━━","%name% 様

この度は
%event_name%
にお申込み頂きありがとうございます。

開催3日前になりましたので
リマインドをさせて頂きます。

■　お申込者情報
━━━━━━━━━━━━━━━━

お名前：%name%
メールアドレス：%mail%
電話番号：%phone%


■　開催日時・会場
━━━━━━━━━━━━━━━━

%event_info%


■　キャンセルについて
━━━━━━━━━━━━━━━━

キャンセルを希望される場合は事前に『必ず』ご連絡ください。


━━━━━━━━━━━━━━━━
%event_name%運営事務局
%from_mail%
━━━━━━━━━━━━━━━━","","あと30分で開始します。

今日ここで、AIの情報収集から「自分の事業を作る側」へ進みたい方はご参加ください。
[申込URL]","","第1または第2日程の申込完了者。選択した開催日時を基準に配信。面談予約完了／面談済み／営業停止は除外。","https://utage-system.com/account/Y86og5tIw1hZ/scenario/k6xTtx6rInVq/reminder/Dn4tac7u9S6t/edit","Dn4tac7u9S6t"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","106","8","AIでひとり起業リマインダ（選択した日程基準）","リマインダ配信","11","LINE","SEM-B01（開催3日前10:00）","イベント参加日時","3日前の 10:00","稼働中","","","【LINEメッセージ 1／text】
開催まであと3日です😊

AIを学ぶだけでなく、自分の商品・集客・販売につなげる全体像を、Zoomライブでお伝えしますね🙌

日時：7月30日(木) 20:00〜✨","【LINEメッセージ 1／text】
開催まであと3日です😊

AIを学ぶだけでなく、自分の商品・集客・販売につなげる全体像を、Zoomライブでお伝えしますね🙌

日時：7月30日(木) 20:00〜✨","開催まであと3日です😊

AIを学ぶだけでなく、自分の商品・集客・販売につなげる全体像を、Zoomライブでお伝えしますね🙌

日時：7月30日(木) 20:00〜✨","まもなく開始します。申込受付は開始3分前までです。

迷っていた方は、こちらが最後のご案内です。
[申込URL]","","第1または第2日程の申込完了者。選択した開催日時を基準に配信。面談予約完了／面談済み／営業停止は除外。","https://utage-system.com/account/Y86og5tIw1hZ/scenario/k6xTtx6rInVq/reminder/line/OWXIVcHMLYKo/edit","OWXIVcHMLYKo"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","107","8","AIでひとり起業リマインダ（選択した日程基準）","リマインダ配信","12","LINE","SEM-B02（開催3日前20:00）","イベント参加日時","3日前の 20:00","稼働中","","","【LINEメッセージ 1／text】
「自分には売れるものがない」と感じていても、大丈夫。最初から完成した答えを持っている必要はないんですよ😌

経験・得意・興味をAIと一緒に掘り下げて、事業テーマの候補を作るところから始められます😊👇

────────────

【LINEメッセージ 2／button】
{
  ""alt_text"": ""【無料セミナー】AIでひとり起業攻略法のご案内"",
  ""react_type"": ""free"",
  ""react_press_again_text"": null,
  ""thumbnail_image_url"": null,
  ""title"": ""AIでひとり起業攻略法"",
  ""text"": ""7/30(木)20:00〜・Zoomライブ"",
  ""actions"": [
    {
      ""type"": ""url"",
      ""label"": ""セミナーに申し込む"",
      ""uri"": ""https://utage-system.com/event/uxPuWYWcc1DD/register"",
      ""add_label_id"": null,
      ""del_label_id"": null
    }
  ]
}","【LINEメッセージ 1／text】
「自分には売れるものがない」と感じていても、大丈夫。最初から完成した答えを持っている必要はないんですよ😌

経験・得意・興味をAIと一緒に掘り下げて、事業テーマの候補を作るところから始められます😊👇

────────────

【LINEメッセージ 2／button】
{
  ""alt_text"": ""【無料セミナー】AIでひとり起業攻略法のご案内"",
  ""react_type"": ""free"",
  ""react_press_again_text"": null,
  ""thumbnail_image_url"": null,
  ""title"": ""AIでひとり起業攻略法"",
  ""text"": ""7/30(木)20:00〜・Zoomライブ"",
  ""actions"": [
    {
      ""type"": ""url"",
      ""label"": ""セミナーに申し込む"",
      ""uri"": ""https://utage-system.com/event/uxPuWYWcc1DD/register"",
      ""add_label_id"": null,
      ""del_label_id"": null
    }
  ]
}","「自分には売れるものがない」と感じていても、大丈夫。最初から完成した答えを持っている必要はないんですよ😌

経験・得意・興味をAIと一緒に掘り下げて、事業テーマの候補を作るところから始められます😊👇","[name]さん、お申し込みありがとうございます。

AIでひとり起業攻略法
日時：[セミナー日時]
形式：Zoomライブ
参加URL：[参加URL]

当日は開始３分前からお入りください。","","第1または第2日程の申込完了者。選択した開催日時を基準に配信。面談予約完了／面談済み／営業停止は除外。","https://utage-system.com/account/Y86og5tIw1hZ/scenario/k6xTtx6rInVq/reminder/line/9sihvptXzwte/edit","9sihvptXzwte"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","108","8","AIでひとり起業リマインダ（選択した日程基準）","リマインダ配信","13","LINE","SEM-B03（開催2日前10:00）","イベント参加日時","2日前の 10:00","稼働中","","","【LINEメッセージ 1／text】
開催まであと2日です⏰

こんな方にぴったりですよ😊
・AIを仕事や副業につなげたい
・自分の商品を作りたい
・発信しても何を売ればいいか分からない
・一人で回せる仕組みを作りたい🔥","【LINEメッセージ 1／text】
開催まであと2日です⏰

こんな方にぴったりですよ😊
・AIを仕事や副業につなげたい
・自分の商品を作りたい
・発信しても何を売ればいいか分からない
・一人で回せる仕組みを作りたい🔥","開催まであと2日です⏰

こんな方にぴったりですよ😊
・AIを仕事や副業につなげたい
・自分の商品を作りたい
・発信しても何を売ればいいか分からない
・一人で回せる仕組みを作りたい🔥","開催1週間前になりました。

AIで何を学ぶかだけでなく、自分は何を事業にするかを考える時間にします。カレンダーに予定が入っているかご確認ください。

[参加URL]","","第1または第2日程の申込完了者。選択した開催日時を基準に配信。面談予約完了／面談済み／営業停止は除外。","https://utage-system.com/account/Y86og5tIw1hZ/scenario/k6xTtx6rInVq/reminder/line/7GLrzdEk8FbV/edit","7GLrzdEk8FbV"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","109","8","AIでひとり起業リマインダ（選択した日程基準）","リマインダ配信","14","LINE","SEM-B04（開催2日前20:00）","イベント参加日時","2日前の 20:00","稼働中","","","【LINEメッセージ 1／text】
知識より、順番なんです💡

事業テーマ、商品、集客、販売。この順番がバラバラだと、AIを使っても動きは止まっちゃうんですよね😌 セミナーで、一本のロードマップとして一緒に整理していきましょう😊📣","【LINEメッセージ 1／text】
知識より、順番なんです💡

事業テーマ、商品、集客、販売。この順番がバラバラだと、AIを使っても動きは止まっちゃうんですよね😌 セミナーで、一本のロードマップとして一緒に整理していきましょう😊📣","知識より、順番なんです💡

事業テーマ、商品、集客、販売。この順番がバラバラだと、AIを使っても動きは止まっちゃうんですよね😌 セミナーで、一本のロードマップとして一緒に整理していきましょう😊📣","あと3日です。

当日は、今の仕事・得意なこと・興味を自分なりに思い浮かべておくと、内容をより自分事にできます。資料の準備は不要です。","","第1または第2日程の申込完了者。選択した開催日時を基準に配信。面談予約完了／面談済み／営業停止は除外。","https://utage-system.com/account/Y86og5tIw1hZ/scenario/k6xTtx6rInVq/reminder/line/SxUMQUpRWqbO/edit","SxUMQUpRWqbO"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","110","8","AIでひとり起業リマインダ（選択した日程基準）","リマインダ配信","15","メール","開催前日","イベント参加日時","1日前の 8:00","稼働中","すや / info-cosmos@xenomagic.com","【明日開催】%event_name%","%name% 様

この度は
%event_name%
にお申込み頂きありがとうございます。

開催前日になりましたので
リマインドをさせて頂きます。

■　お申込者情報
━━━━━━━━━━━━━━━━

お名前：%name%
メールアドレス：%mail%
電話番号：%phone%


■　開催日時・会場
━━━━━━━━━━━━━━━━

%event_info%


■　キャンセルについて
━━━━━━━━━━━━━━━━

キャンセルを希望される場合は事前に『必ず』ご連絡ください。


━━━━━━━━━━━━━━━━
%event_name%運営事務局
%from_mail%
━━━━━━━━━━━━━━━━","%name% 様

この度は
%event_name%
にお申込み頂きありがとうございます。

開催前日になりましたので
リマインドをさせて頂きます。

■　お申込者情報
━━━━━━━━━━━━━━━━

お名前：%name%
メールアドレス：%mail%
電話番号：%phone%


■　開催日時・会場
━━━━━━━━━━━━━━━━

%event_info%


■　キャンセルについて
━━━━━━━━━━━━━━━━

キャンセルを希望される場合は事前に『必ず』ご連絡ください。


━━━━━━━━━━━━━━━━
%event_name%運営事務局
%from_mail%
━━━━━━━━━━━━━━━━","","明日開催

AIでひとり起業攻略法
[セミナー日時]

参加URL：[参加URL]
ライブでお会いできるのを楽しみにしています。","","第1または第2日程の申込完了者。選択した開催日時を基準に配信。面談予約完了／面談済み／営業停止は除外。","https://utage-system.com/account/Y86og5tIw1hZ/scenario/k6xTtx6rInVq/reminder/Ml3G0kXISlpu/edit","Ml3G0kXISlpu"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","111","8","AIでひとり起業リマインダ（選択した日程基準）","リマインダ配信","16","LINE","SEM-B05（開催前日09:00）","イベント参加日時","1日前の 9:00","稼働中","","","【LINEメッセージ 1／text】
いよいよ明日開催です🎉

AIでひとり起業攻略法
7月30日(木) 20:00〜／Zoomライブ

申込は名前とメールアドレスの2項目だけでサクッと完了しますよ😊✨","【LINEメッセージ 1／text】
いよいよ明日開催です🎉

AIでひとり起業攻略法
7月30日(木) 20:00〜／Zoomライブ

申込は名前とメールアドレスの2項目だけでサクッと完了しますよ😊✨","いよいよ明日開催です🎉

AIでひとり起業攻略法
7月30日(木) 20:00〜／Zoomライブ

申込は名前とメールアドレスの2項目だけでサクッと完了しますよ😊✨","[name]さん、本日開催です。

開始時刻になりましたら、こちらからZoomへお入りください。
[参加URL]

落ち着いて参加できる場所と、メモをご用意ください。","","第1または第2日程の申込完了者。選択した開催日時を基準に配信。面談予約完了／面談済み／営業停止は除外。","https://utage-system.com/account/Y86og5tIw1hZ/scenario/k6xTtx6rInVq/reminder/line/P3YNIZDP42tl/edit","P3YNIZDP42tl"
